alpha,ids
0.8055086220531104,['HDULEH' 'NAC6N1' 'U2T1C7' ... '5GSHTS' 'HC0YJT' 'Q6B4XS']
0.7917171225031201,['HDULEH' 'NAC6N1' 'U2T1C7' ... '5XBA67' 'YP57PI' 'TDFXX1']
0.8024650870833838,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'JO668C' 'H69EMW' 'JDP5T6']
0.7875419784197516,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'LEAMKB' '94PQ2T' 'UHWFXI']
0.8181333984136168,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'I41NZ6' 'Q9UMCP' 'JQ4EM9']
0.8012355636693655,['HDULEH' 'NAC6N1' 'U2T1C7' ... '32TQTC' 'KJ5EAO' 'PE06N8']
0.8030394992753751,['HDULEH' 'NAC6N1' 'U2T1C7' ... '80KPO7' 'GC5YWJ' '0LH3B5']
0.8118765586965111,['HDULEH' 'NAC6N1' 'U2T1C7' ... '50RMLG' 'XZIW0R' 'ALENQG']
0.8269301220112985,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'F2UYER' 'LT43X7' '5ZT0CB']
0.7982851807069358,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'ICU1EW' '2RKT5S' '57A8EZ']
0.8117248576455082,['HDULEH' 'NAC6N1' 'U2T1C7' ... '9NDZE0' '18GE64' 'XYN360']
0.7626886634374097,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'OY08GZ' 'YGGLTY' 'XYN360']
0.8137044921026989,['HDULEH' 'NAC6N1' 'U2T1C7' ... '59HPT0' '3RN4NY' '6GBKL1']
0.8274305276123314,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'R33C81' 'ZAM4CF' '8M008Q']
0.8251104523904303,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'MNINPL' 'Q9Q06N' '18DRG6']
0.8430045834369929,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'EXKYV3' '49KEEG' 'L3JFGX']
0.8021428406168402,['HDULEH' 'NAC6N1' 'U2T1C7' ... '1U3B6P' '4FDUMZ' 'KUOEHI']
0.8274212778738059,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'LTLPN2' 'NB12D6' 'KVZQK0']
0.8175295583301427,['HDULEH' 'NAC6N1' 'U2T1C7' ... '837JQB' 'WQP5SZ' 'OAKKH9']
0.7984842119112293,['HDULEH' 'NAC6N1' 'U2T1C7' ... '9GKWO4' '69EIMX' 'TPHN9K']
0.7919278183509336,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'C50M45' 'EAAWYL' '33D7WG']
0.7971533656860055,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'H9X3CD' 'WK3X1N' 'LL69UU']
0.8064356698038012,['HDULEH' 'NAC6N1' 'U2T1C7' ... '0NH2US' 'R1OH6S' 'AD16DN']
0.807221318397393,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'O5T4QM' 'Y3NPKA' 'M2KL4C']
0.8112747297801525,['HDULEH' 'NAC6N1' 'U2T1C7' ... '2HR2D6' '358FH8' 'OF2VT0']
0.8195530696963917,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'I5V6FG' '96BBH5' 'QZEKC7']
0.7839964401600998,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'ZK7HUS' '8I8QZD' 'SS2YJC']
0.8236409059162298,['HDULEH' 'NAC6N1' 'U2T1C7' ... '044LNX' '9NM2L9' 'GK4E07']
0.7855963141398159,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'AD6BM2' 'T80KD0' 'JKL0FM']
0.7920535408292314,['HDULEH' 'NAC6N1' 'U2T1C7' ... '564025' 'GYWXMB' '3BHL4P']
0.8585643693132701,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'BLC0AB' 'BRDCAH' '7U2BHB']
0.824713559977448,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'AM9U0S' 'GHAK2H' '7PDYTH']
0.820458966511007,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'HZAOA9' 'XAOIF7' '18DRG6']
0.81842739476623,['HDULEH' 'NAC6N1' 'U2T1C7' ... '8ROCZF' 'CUS8AY' 'FWOZZ1']
0.80729991991883,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'XZ09WS' 'BLESPI' 'JELOYM']
0.7937719365744188,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'J9BL4S' 'GBUSE0' 'ZUEQ42']
0.7807503319054662,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'DIC3QA' '8UX0VW' 'N9NIRT']
0.8079245615899536,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'O1CIFK' '5GA790' 'BYHVG9']
0.8022270989323524,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'VMRH2A' 'KBUB4R' 'JBX7S9']
0.8023202698020859,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'V0W6H3' '2HR2D6' 'Z5IQ4H']
0.8026409082044974,['HDULEH' 'NAC6N1' 'U2T1C7' ... '2ZMJ6C' 'IVAP1S' 'DFV4BB']
0.8127908000954369,['HDULEH' 'NAC6N1' 'U2T1C7' ... '4GUYLW' 'FOQW0F' 'K927KP']
0.813270053358227,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'W563OR' 'RFNMSP' 'MCSP88']
0.8346352745576233,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'TDFXX1' '0NH2US' 'KZB7TJ']
0.829501628268647,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'GVZ75T' 'UXTZFI' 'NDJYF1']
0.7906340280238876,['HDULEH' 'NAC6N1' 'U2T1C7' ... '0JNPQD' 'TG2AQ4' 'C8B97R']
0.8545965648483383,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'JEEPNH' '7LISLD' 'JHLPNI']
0.7991178763720176,['HDULEH' 'NAC6N1' 'U2T1C7' ... '3RN4NY' 'N6ABEV' 'OJI51T']
0.8126987285054705,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'E645PU' 'ZAM4CF' 'JQ4EM9']
0.7847063076456894,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'EKH1SZ' 'Y73L92' '17XI12']
0.8234640107339507,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'OTTBPN' '3F8KRI' 'C1PM74']
0.7916279851858063,['HDULEH' 'NAC6N1' 'U2T1C7' ... '1IW0BC' 'LEAMKB' 'K21HIL']
0.8199018290834441,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'T5JOFW' 'JO775E' '0WQ456']
0.8068736281508981,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'U44279' 'LYIUL9' '33MG0O']
0.7918388517850242,['HDULEH' 'NAC6N1' 'U2T1C7' ... '80KPO7' '6NJM2L' '1IW0BC']
0.8110169163855805,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'SWED10' 'LEAMKB' 'BKW9NF']
0.8007239271716508,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'M25Q22' '1WI931' 'CZBR14']
0.8188943857285027,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'RW0OBO' '64BEDG' 'U49GKC']
0.786013592085938,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'ROD0GH' 'QW5QOG' 'EKWY4S']
0.7998168416581226,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'N3Y2KI' '1II4O1' 'VYFZK3']
0.8264242723820817,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'YRP9CS' 'D1PA67' 'MXJL5L']
0.8330153321387567,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'IHW3M2' 'BZJUA9' '53AHEJ']
0.8043748602564993,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'EXKYV3' 'G1BBNB' 'SZ6B14']
0.8331550712824727,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'C47NOC' '77P2UY' 'ZD6MZS']
0.803720135569116,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'MLE1R8' 'F8IJWM' 'A2T0EB']
0.7831849426122041,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'SIYCM3' 'CK9HO2' 'CQ0NED']
0.8311811091680548,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'SHQ230' '7LISLD' 'R1P1FA']
0.7786613271982021,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'YWG2EP' 'QCRR2U' '351KDW']
0.782805190848551,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'DIC3QA' 'XD3RJR' 'T5JOFW']
0.8297840078014661,['HDULEH' 'NAC6N1' 'U2T1C7' ... '1II4O1' '80EZ16' 'IHW3M2']
0.8223604475148629,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'R8W40L' '33PHCF' 'BKW9NF']
0.7975634971643288,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'CQHJYG' 'MH1LKA' 'REAZ89']
0.8259132717142418,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'XRR9AO' '6HY4WV' 'K3G01K']
0.8293518907622404,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'CV18CV' '1FM03Z' 'Q6B4XS']
0.7987578787603247,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'GK5YRO' 'TYVAS5' 'O5K7HH']
0.8171855919844278,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'C1O37V' 'BWRWC9' 'BI1LF1']
0.7963124955040298,['HDULEH' 'NAC6N1' 'U2T1C7' ... '42T6IC' '6Z6DXI' 'UXKV0C']
0.8367849171721533,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'K7F2ZV' '8X86PU' 'CIFCOK']
0.8167033964141633,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'UXKV0C' 'BLC0AB' '6HR9PB']
0.8419141558421681,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'D30MET' 'C6VEGY' 'S6JUIH']
0.834998680219523,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'R62YIH' '0GM09D' 'GW4PYF']
0.81231512285703,['HDULEH' 'NAC6N1' 'U2T1C7' ... '4QRT8U' '20G2RE' 'UB8Z93']
0.7928454042304426,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'GVZ75T' 'NFEH33' 'TYVAS5']
0.831030681340364,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'G09OD4' 'RVXGH3' 'FW0F2M']
0.8247497523286392,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'M1P60Y' 'JG0ZNV' 'V5Q7TK']
0.7907516747542563,['HDULEH' 'NAC6N1' 'U2T1C7' ... '6QTA3U' '98W84E' 'WU3ZRK']
0.840572114244493,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'XI99CY' '118RK2' '9XFBEC']
0.8142010573349965,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'LBL5OF' 'IJHFLE' 'YGGLTY']
0.8125182353434802,['HDULEH' 'NAC6N1' 'U2T1C7' ... '92ACPX' '8YEXPT' '6V7URD']
0.7767812132052199,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'IS0BBB' 'ICU1EW' 'KYWZ7N']
0.7984355280253537,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'GFZMB0' 'R3PMFJ' 'WK3X1N']
0.8089101318870845,['HDULEH' 'NAC6N1' 'U2T1C7' ... '77P2UY' 'XKODWK' 'LBL5OF']
0.8062702279390414,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'C6X8WX' 'H69EMW' '4G9YUJ']
0.7827307271519454,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'CSDYMY' 'Y2W1PH' 'PRWVE9']
0.797517178304007,['HDULEH' 'NAC6N1' 'U2T1C7' ... '0ZWSZ8' '59HPT0' '9WO88G']
0.8222385554294824,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'KY09Q0' 'SCAC39' 'KSA0KZ']
0.8296295514324018,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'WLI5X9' '18DRG6' 'V0W6H3']
0.8108584504712549,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'YF3S3W' 'Z164JF' 'WG3MIE']
0.8189802192179045,['HDULEH' 'NAC6N1' 'U2T1C7' ... '3TIC7R' 'EPOZCL' 'OAKKH9']
0.798461378605425,['HDULEH' 'NAC6N1' 'U2T1C7' ... '1U4IIK' '6Z6DXI' 'RSOZBL']
0.7443754388583308,['HDULEH' 'NAC6N1' 'U2T1C7' ... '52CYZO' 'XFSM07' 'B9CQAD']
0.8168809742303769,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'J36NU6' 'NQGQCG' 'U06C68']
0.7804787204300424,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'SIADUL' 'K927KP' 'BXC5ED']
0.8012264796132569,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'BKW9NF' 'C8B97R' 'HWLZKP']
0.7769595968985629,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'V0W6H3' 'C63MPA' 'OYU03J']
0.8229026429254028,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'XYDRBQ' '9NM2L9' 'TB92G3']
0.8178189345131467,['HDULEH' 'NAC6N1' 'U2T1C7' ... '20QL99' 'MCSP88' 'FMLQU4']
0.829481315882421,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'N36HNB' 'PBE0AM' 'NG3F32']
0.8197954117387198,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'TB92G3' 'W7U1PX' 'DKVPET']
0.8252845179100354,['HDULEH' 'NAC6N1' 'U2T1C7' ... '29SP4J' '8IZ91I' 'TCTTIA']
0.814728440493145,['HDULEH' 'NAC6N1' 'U2T1C7' ... '6J8D8Q' 'KBCFC4' 'GGLWDN']
0.8230335927955769,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'UVMZW6' '42T6IC' 'XRPI7G']
0.8122131257541265,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'GW4PYF' '80U8KY' 'OJI51T']
0.8071221896632673,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'UFQ889' '79DZC0' 'NB12D6']
0.8327720663726246,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'ZHWFHK' '5HSVZA' 'UCNTO8']
0.7961472175889951,['HDULEH' 'NAC6N1' 'U2T1C7' ... '3UEIT2' '91Q9SR' 'FABQ6B']
0.8136590627584633,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'SA2LRK' 'I8ZPED' '84F947']
0.8191699272302229,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'D35K68' '7U2BHB' '9SLAQB']
0.8133894701510859,['HDULEH' 'NAC6N1' 'U2T1C7' ... '50LRI4' 'WUI1K8' '4UTDDB']
0.7822064777067752,['HDULEH' 'NAC6N1' 'U2T1C7' ... '2LC96S' '8UX0VW' 'MAPI47']
0.8127250659683456,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'IKQ5K4' '20G2RE' 'Q9CLCO']
0.8327761212227472,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'YBG3FA' 'L22NHO' 'OYU03J']
0.784384362327576,['HDULEH' 'NAC6N1' 'U2T1C7' ... '0ZWSZ8' 'C6VEGY' 'QMID7A']
0.8093187604700786,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'UPJI8A' 'BX3ID6' '53RBO2']
0.811644534788015,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'LVAJZM' 'B62DMQ' 'C8VH2B']
0.7848049149507748,['HDULEH' 'NAC6N1' 'U2T1C7' ... '5YNHMI' 'XHEXMH' '6H23C1']
0.8209686396270065,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'AEB0B5' 'T80KD0' 'IA86WQ']
0.8230448674332315,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'JHKBUS' 'FO58J1' '441AMF']
0.8413994310160955,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'HM3UR6' 'JIC6MG' 'OSCCEB']
0.7942595565743796,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'J9BL4S' '7YL6PC' 'MBEFPX']
0.7918164853911412,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'MH1LKA' '9K0SOI' 'XJFFJ5']
0.8490816892340396,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'GFZMB0' 'N8AFGT' 'EU9KM9']
0.8235409510465638,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'KCN0O2' '5B9ZWW' 'E1JA1M']
0.8209883959585733,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'IJ7Y34' 'RL4CU9' 'S25BL7']
0.8143581801671649,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'OM4DSK' 'JVOX3F' 'DKVPET']
0.8046405255613949,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'B3NVV7' 'WROXGU' 'N6ABEV']
0.8137455600603725,['HDULEH' 'NAC6N1' 'U2T1C7' ... '60XLRI' 'NFEH33' 'WS1TS2']
0.8439173142612271,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'E645PU' 'XAR3NP' '2LC96S']
0.8054453025184305,['HDULEH' 'NAC6N1' 'U2T1C7' ... '8JWL2R' 'KRTE3P' 'XAR3NP']
0.8243242157885429,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'CUS8AY' '441AMF' '1UO67G']
0.8159938973728773,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'U44279' 'UHWFXI' '6YU9NK']
0.8367981911789579,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'RSJ154' 'WROXGU' 'QQH33L']
0.7836047352572837,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'A76MNW' 'HDXW1X' 'G8PHEQ']
0.8277990000414618,['HDULEH' 'NAC6N1' 'U2T1C7' ... '10FVW7' 'DD695Q' '5E3CK4']
0.8248813090459384,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'E5CC21' 'AUZSRK' 'AP1P22']
0.8056025076977682,['HDULEH' 'NAC6N1' 'U2T1C7' ... '139POA' '3S2QUU' 'PDBYGZ']
0.8042148992338091,['HDULEH' 'NAC6N1' 'U2T1C7' ... '0YRCG4' 'K37RQC' '2HR2D6']
0.8273108617491673,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'HH4SN3' 'D53MT3' 'NF43PR']
0.8112467595329762,['HDULEH' 'NAC6N1' 'U2T1C7' ... '8IFANT' 'MPO0RH' 'L3DDHC']
0.8077427753284091,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'Q2DKB6' '5GSHTS' '0PGPQI']
0.8447059592528885,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'CBDXF8' 'HMRMTM' 'H3T1XO']
0.7793537960084599,['HDULEH' 'NAC6N1' 'U2T1C7' ... '52LN24' 'CX8B8Z' 'IM9QCP']
0.8034976502755611,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'AYQ9SS' 'Z1DLJQ' 'ERHR9W']
0.8271274160158878,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'AK2C82' 'AJSXK4' 'ZHWFHK']
0.8206387102034663,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'Z97W6J' 'MVGF37' '7YL6PC']
0.8078512121025115,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'Z8Z2GE' '5YCYNE' 'XSVZ0D']
0.8021605565061389,['HDULEH' 'NAC6N1' 'U2T1C7' ... '8X86PU' '33D7WG' 'KUKFI7']
0.798534478609228,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'C8B97R' '9VL3T1' '8YEXPT']
0.8038255827889053,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'A2N0PS' 'EA7JK1' 'QU8NPA']
0.798886023954156,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'PO1WPB' '33D7WG' 'PP167U']
0.8133003510644581,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'ZFQJC2' 'SEXNZ1' 'C338V4']
0.8295698209601827,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'DFV4BB' 'AEWB71' 'RFNMSP']
0.839564331525632,['HDULEH' 'NAC6N1' 'U2T1C7' ... '7HQZXK' 'TGK0WT' 'WS1TS2']
0.8296874351756265,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'Y9ZFF4' 'K0H5DN' 'XUO6MV']
0.8092980675970547,['HDULEH' 'NAC6N1' 'U2T1C7' ... '52CYZO' 'DQE0YJ' 'TZ4VKU']
0.8208826866708084,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'M2KL4C' '1X44WK' 'G9MEIU']
0.8102545416629169,['HDULEH' 'NAC6N1' 'U2T1C7' ... '4YLW9F' 'P6T3SI' 'ODLPXI']
0.7988455503952432,['HDULEH' 'NAC6N1' 'U2T1C7' ... '59HPT0' 'WAX07E' '98W84E']
0.7991284674307826,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'Z97X98' 'PMFI0E' 'WWAHKO']
0.7815999284661075,['HDULEH' 'NAC6N1' 'U2T1C7' ... '1APHBF' 'F4VPIA' 'JQ4EM9']
0.8052931799324967,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'O28GGT' 'Z7C1RY' 'YK4KTZ']
0.828337643130558,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'WDQE5D' '4SAQ1J' 'VU6JZQ']
0.8082788839622166,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'LD90VH' 'CTDP09' '9PSYMF']
0.8161547380077658,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'IYYFJQ' 'RVXGH3' 'DT6VJ9']
0.8136767050520651,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'FS3Q7Z' 'MDITAA' '6H23C1']
0.8277048120013225,['HDULEH' 'NAC6N1' 'U2T1C7' ... '50RMLG' 'Y67VYA' 'JUE9XP']
0.8191945380566558,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'X2T4P3' 'PT071D' 'KSA0KZ']
0.7941294909683694,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'M4JRAD' '9158EG' 'WL5QMO']
0.8340962854418194,['HDULEH' 'NAC6N1' 'U2T1C7' ... '7LU5RY' 'NS21FF' '6YILX5']
0.8053601416022167,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'GN0JLK' 'SWED10' '9WO7LI']
0.808042098595171,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'BRL878' 'C63MPA' 'M61FBH']
0.7871849261388635,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'TKCDLW' 'SB9IHO' 'HLKGA8']
0.8182052331241015,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'UUNSCA' 'A2WYN5' 'YWYPKG']
0.8332972158412563,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'O7OR68' '6HY4WV' '2GC7YO']
0.8321305086343619,['HDULEH' 'NAC6N1' 'U2T1C7' ... '3260HM' '9I4Q4T' '2J0KMN']
0.815476108559642,['HDULEH' 'NAC6N1' 'U2T1C7' ... '40XBN0' '33D7WG' '62TC0B']
0.8104119337488644,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'A76MNW' 'JO668C' 'J0P3XG']
0.7860796141177496,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'AQPHLG' 'ZTEAKC' '5XBA67']
0.824018000357911,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'YAU95H' 'WLPIH0' 'WGQLMQ']
0.8169984437145535,['HDULEH' 'NAC6N1' 'U2T1C7' ... '5XBA67' 'OH7EH2' 'GK4E07']
0.8103804810569537,['HDULEH' 'NAC6N1' 'U2T1C7' ... '77KZ24' '885T41' 'VJMEMH']
0.8087564509187032,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'XYDRBQ' 'WLDBC7' 'GPYLA9']
0.7548286834607649,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'OHM5TX' '30A856' 'OH7EH2']
0.8296051090876415,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'X1F9P2' 'M25Q22' '68T7VW']
0.8031705788356015,['HDULEH' 'NAC6N1' 'U2T1C7' ... '3878J3' '6H23C1' '1VS9QF']
0.7958002027769985,['HDULEH' 'NAC6N1' 'U2T1C7' ... '2WGCQ4' 'O5T4QM' 'O294S1']
0.8053519251624829,['HDULEH' 'NAC6N1' 'U2T1C7' ... '4UPXNU' '5BWLHZ' 'Q8C69R']
0.8156741536252746,['HDULEH' 'NAC6N1' 'U2T1C7' ... '0069AH' '2WGCQ4' 'JG0ZNV']
0.8135862649505544,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'KCN0O2' '358FH8' 'OL56PY']
0.8281896346005558,['HDULEH' 'NAC6N1' 'U2T1C7' ... '5MEDFG' 'B1IVX4' '4PYLXP']
0.8464902037912734,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'ZH4JWZ' '7QBXHQ' '23US2I']
0.7971894989890749,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'DRL0Q0' '74V8HT' '8LLOQD']
0.8098720702510556,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'SA2LRK' 'HM3UR6' 'KHNNOK']
0.7954444509268734,['HDULEH' 'NAC6N1' 'U2T1C7' ... '5XBA67' 'QMID7A' '0IOB07']
0.8156138737617317,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'QL33GN' 'CK9HO2' 'Y88BKL']
0.8120508220510544,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'WDKOM8' '3LPWSP' '59HPT0']
0.7668730905941664,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'KBELH8' 'GPYLA9' '9NDZE0']
0.8233228585062032,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'IKQ5K4' 'A3OMCL' 'ZPJ42S']
0.7974842524678094,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'VQWLBO' 'A9L9CD' '4GXFV7']
0.7685147211158084,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'NIJVMQ' 'P6KMYH' '1NZVNI']
0.8305991603255222,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'GZPA2P' '9L5AED' 'PRX1CQ']
0.8323983481753985,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'MNINPL' '8I9D3F' 'DQE0YJ']
0.8293057116346118,['HDULEH' 'NAC6N1' 'U2T1C7' ... '7HM2Z5' 'EWJZUQ' '48VWJW']
0.8152009376024613,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'OL56PY' 'CZBR14' 'FO58J1']
0.8331806474409303,['HDULEH' 'NAC6N1' 'U2T1C7' ... '8KXOTH' 'C338V4' 'O8HPCU']
0.7951037062679104,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'XSTOE4' 'SW77KE' '7W3C87']
0.828898246905689,['HDULEH' 'NAC6N1' 'U2T1C7' ... '7LISLD' 'FIJHAT' 'VU6JZQ']
0.8054680349999553,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'XYDRBQ' 'AA3GLI' '5GA790']
0.8134024591538181,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'G5FVYO' 'DT6VJ9' 'D70K91']
0.8062463004983846,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'BLESPI' 'D4QODF' 'LYY1UT']
0.8302514781517846,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'M2KL4C' 'U44279' '4PM9PY']
0.8225144308776793,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'MWA129' 'GJZDV3' '33C7QB']
0.8096451872577515,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'HV470A' 'I1A9KN' 'ZK7HUS']
0.8133041480325098,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'JUELN8' 'BHG1C2' 'FVKKZK']
0.7993650640547296,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'P1MXGZ' '09818D' 'BYHVG9']
